idx,good_or_not,quality,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
idx_13947,good,7,12.7,0.44,3.31,0.9895200000000001,142.0,41.0,0.042,2.2,0.32,0.3,6.1
idx_13948,not,5,9.3,0.45,3.32,0.99469,105.0,26.0,0.045,5.4,0.3,0.14,5.7
idx_13949,not,5,9.3,0.5,3.16,0.996,148.0,36.0,0.053,8.9,0.37,0.4,6.9
idx_13950,not,5,10.1,0.4,3.24,0.9913799999999999,143.0,32.0,0.068,1.0,0.34,0.345,4.9
idx_13951,not,5,8.8,0.51,3.14,0.9991,161.0,36.0,0.066,17.9,0.2,0.33,6.3
idx_13953,good,7,10.8,0.54,3.13,0.9917799999999999,122.0,45.0,0.038,1.3,0.3,0.22,8.4
idx_13954,not,5,8.8,0.51,3.14,0.9991,161.0,36.0,0.066,17.9,0.2,0.33,6.3
idx_13955,good,6,11.2,0.47,2.88,0.9904700000000001,90.0,34.0,0.043,2.6,0.3,0.16,7.0
idx_13956,not,5,10.3,0.46,3.24,0.9920700000000001,145.0,22.0,0.05,2.3,0.18,0.24,5.4
idx_13957,not,5,12.0,0.48,3.11,0.9915200000000001,87.0,15.0,0.026000000000000002,4.3,0.36,0.31,7.7
idx_13958,good,6,9.5,0.41,3.26,0.9943799999999999,110.0,36.0,0.048,7.1,0.19,0.185,5.6
idx_13959,good,6,9.5,0.41,3.26,0.9943799999999999,110.0,36.0,0.048,7.1,0.19,0.185,5.6
idx_13960,good,6,9.8,0.54,3.14,0.9962200000000001,159.0,54.0,0.04,11.9,0.24,0.43,6.6
idx_13961,not,5,9.0,0.51,2.91,0.9977299999999999,170.0,55.0,0.084,11.7,0.46,0.39,7.6
idx_13962,good,7,13.0,0.53,3.17,0.9908799999999999,118.0,40.0,0.032,5.8,0.27,0.58,7.2
idx_13964,not,5,8.8,0.52,2.97,0.99803,176.5,61.0,0.055999999999999994,12.4,0.48,0.35,7.5
idx_13965,not,4,11.2,0.55,3.1,0.9930399999999999,102.0,18.0,0.05,6.5,0.23,0.38,7.3
idx_13967,not,4,9.4,0.54,3.16,0.9954799999999999,200.0,35.0,0.049,7.6,0.51,0.27,6.3
idx_13969,good,6,10.4,0.49,3.03,0.9915200000000001,125.0,33.0,0.034,2.8,0.3,0.17,6.4
idx_13970,good,7,9.8,0.49,3.08,0.99572,143.0,42.0,0.035,10.6,0.31,0.18,6.7
idx_13972,good,6,10.3,0.56,3.06,0.99244,98.0,16.0,0.175,1.5,0.67,0.37,6.8
idx_13973,not,4,9.4,0.54,3.16,0.9954799999999999,200.0,35.0,0.049,7.6,0.51,0.27,6.3
idx_13974,good,6,9.5,0.51,3.16,0.99551,192.0,35.0,0.049,7.9,0.52,0.29,6.5
idx_13976,good,7,12.8,0.65,3.15,0.9916200000000001,124.0,35.0,0.025,7.6,0.29,0.32,7.0
idx_13978,good,7,10.4,0.59,3.26,0.9922,192.0,41.0,0.04,1.7,0.53,0.29,6.5
idx_13979,good,6,10.4,0.59,3.25,0.99223,193.0,41.0,0.034,1.7,0.52,0.29,6.5
idx_13981,good,7,10.7,0.76,3.05,0.9928,157.0,81.0,0.036000000000000004,4.5,0.27,0.22,6.3
idx_13982,good,7,11.9,0.81,3.19,0.9903,134.0,61.0,0.033,1.7,0.26,0.24,6.1
idx_13983,good,6,10.4,0.42,3.19,0.99429,101.0,31.0,0.043,8.0,0.25,0.23,5.6
idx_13984,good,7,12.8,0.65,3.15,0.9916200000000001,124.0,35.0,0.025,7.6,0.29,0.32,7.0
idx_13986,good,6,9.9,0.37,3.2,0.99454,104.0,45.0,0.044000000000000004,8.6,0.27,0.11,6.8
idx_13987,good,6,9.4,0.71,3.16,0.9986299999999999,223.0,73.0,0.048,14.6,0.41,0.23,7.3
idx_13988,good,6,11.4,0.43,3.3,0.991,129.0,46.0,0.048,1.6,0.17,0.2,6.1
idx_13989,good,6,9.9,0.37,3.2,0.99454,104.0,45.0,0.044000000000000004,8.6,0.27,0.11,6.8
idx_13990,good,6,9.4,0.71,3.16,0.9986299999999999,223.0,73.0,0.048,14.6,0.41,0.23,7.3
idx_13993,good,7,11.0,0.54,3.25,0.99455,111.0,32.0,0.048,8.9,0.34,0.28,6.7
idx_13994,good,7,11.0,0.54,3.25,0.99455,111.0,32.0,0.048,8.9,0.34,0.28,6.7
idx_13995,not,5,12.1,0.72,2.9,0.9918600000000001,127.0,3.0,0.038,4.7,0.31,0.37,8.0
idx_13996,good,7,11.0,0.54,3.25,0.99455,111.0,32.0,0.048,8.9,0.34,0.28,6.7
idx_13997,good,7,12.8,0.39,3.22,0.98944,144.0,37.0,0.040999999999999995,3.1,0.29,0.26,6.0
idx_13999,good,6,10.5,0.98,3.01,0.9942,120.0,25.0,0.053,5.8,0.49,0.24,6.4
idx_14000,good,6,10.5,0.98,3.01,0.9942,120.0,25.0,0.053,5.8,0.49,0.24,6.4
idx_14002,good,6,9.2,0.45,3.07,0.99782,94.0,25.0,0.052000000000000005,15.8,0.48,0.25,6.1
idx_14004,good,7,12.3,0.5,3.06,0.99067,112.0,33.0,0.042,5.2,0.26,0.38,6.5
idx_14005,good,6,11.1,0.72,3.07,0.99111,117.0,40.0,0.047,1.5,0.35,0.14,6.8
idx_14008,good,6,9.2,0.45,3.07,0.99782,94.0,25.0,0.052000000000000005,15.8,0.48,0.25,6.1
idx_14009,good,6,10.8,0.57,3.2,0.9938,152.0,40.0,0.054000000000000006,5.9,0.32,0.22,6.8
idx_14010,good,6,11.3,0.6,3.0,0.9914299999999999,122.0,39.0,0.044000000000000004,3.1,0.29,0.21,7.2
idx_14012,good,6,10.5,0.98,3.01,0.9942,120.0,25.0,0.053,5.8,0.49,0.24,6.4
idx_14013,good,6,9.8,0.56,3.08,0.9958799999999999,171.0,56.0,0.051,11.5,0.24,0.46,6.5
idx_14014,good,6,8.5,0.61,2.98,1.0003799999999998,183.0,56.0,0.054000000000000006,18.0,0.48,0.18,6.5
idx_14015,not,5,9.3,0.5,3.16,0.99424,97.0,6.0,0.054000000000000006,4.8,0.12,0.32,6.2
idx_14016,not,5,9.2,0.52,3.2,0.99626,151.0,45.0,0.055,8.5,0.24,0.4,7.2
idx_14017,good,6,11.4,0.51,3.21,0.9907600000000001,115.0,32.0,0.037000000000000005,1.6,0.24,0.23,5.9
idx_14018,good,6,8.5,0.61,2.98,1.0003799999999998,183.0,56.0,0.054000000000000006,18.0,0.48,0.18,6.4
idx_14019,not,5,9.3,0.5,3.16,0.99424,97.0,6.0,0.054000000000000006,4.8,0.12,0.32,6.2
idx_14020,not,4,8.4,0.46,3.06,0.99536,91.0,6.0,0.055999999999999994,5.9,0.12,0.37,6.4
idx_14021,not,5,9.2,0.4,3.04,0.99318,100.0,35.0,0.062,1.1,0.42,0.23,7.0
idx_14022,not,5,9.2,0.52,3.2,0.99626,151.0,45.0,0.055,8.5,0.24,0.4,7.2
idx_14023,good,6,10.4,0.79,3.18,0.99726,151.0,52.0,0.033,13.1,0.37,0.19,7.6
idx_14024,good,6,11.6,0.56,3.27,0.99126,147.0,50.0,0.046,4.1,0.27,0.28,6.0
idx_14025,good,6,12.4,0.6,3.25,0.98998,94.0,37.0,0.028999999999999998,2.9,0.45,0.32,6.2
idx_14026,good,6,10.4,0.79,3.18,0.99726,151.0,52.0,0.033,13.1,0.37,0.19,7.6
idx_14027,not,5,9.3,0.54,3.09,0.9930399999999999,176.0,22.0,0.052000000000000005,1.1,0.26,0.26,6.4
idx_14030,not,5,11.4,0.38,3.11,0.9904700000000001,105.0,30.0,0.023,1.15,0.38,0.19,6.9
idx_14031,not,5,9.5,0.41,3.06,0.9924,120.0,15.0,0.06,1.0,0.57,0.29,6.4
idx_14032,not,5,9.2,0.53,3.07,0.9989,116.0,16.0,0.034,17.8,0.22,0.27,6.8
idx_14033,good,6,11.1,0.62,3.13,0.9933799999999999,125.0,23.0,0.021,5.7,0.38,0.26,7.5
idx_14034,not,5,9.2,0.53,3.07,0.9989,116.0,16.0,0.034,17.8,0.22,0.27,6.8
idx_14035,good,6,11.0,0.58,3.24,0.9940399999999999,172.0,53.0,0.032,7.4,0.22,0.2,6.4
idx_14036,not,5,9.9,0.48,3.14,0.99287,177.0,40.0,0.040999999999999995,1.4,0.22,0.33,7.3
idx_14039,not,4,12.4,0.47,3.35,0.9905799999999999,109.0,8.0,0.033,4.4,0.16,1.1,6.1
idx_14040,not,5,9.4,0.5,3.21,0.9934,185.0,48.0,0.052000000000000005,1.6,0.29,0.24,6.3
idx_14041,not,5,9.3,0.52,3.23,0.99545,149.0,45.0,0.053,7.9,0.22,0.24,6.2
idx_14042,good,7,8.7,0.43,2.9,0.9984,135.0,25.0,0.05,15.5,0.27,0.16,7.4
idx_14043,good,7,8.7,0.43,2.9,0.9984,135.0,25.0,0.05,15.5,0.27,0.16,7.4
idx_14046,good,7,9.0,0.43,2.94,0.99971,154.0,33.0,0.05,17.55,0.28,0.17,7.2
idx_14048,good,6,10.7,0.63,3.0,0.99546,118.0,49.0,0.038,13.5,0.35,0.19,6.9
idx_14049,good,6,11.3,0.58,3.02,0.9905799999999999,98.0,32.0,0.034,1.3,0.36,0.16,6.8
idx_14050,good,7,8.7,0.43,2.9,0.9984,135.0,25.0,0.05,15.5,0.27,0.16,7.4
idx_14051,good,6,11.7,0.38,2.96,0.9931399999999999,97.0,22.0,0.027999999999999997,11.6,0.27,0.3,6.8
idx_14052,not,5,9.3,0.52,3.23,0.99545,149.0,45.0,0.053,7.9,0.22,0.24,6.2
idx_14053,good,7,8.7,0.43,2.9,0.9984,135.0,25.0,0.05,15.5,0.27,0.16,7.4
idx_14054,good,7,9.0,0.43,2.94,0.99971,154.0,33.0,0.05,17.55,0.28,0.17,7.2
idx_14056,not,5,10.7,0.51,3.23,0.99565,131.0,25.0,0.032,13.15,0.18,0.43,6.5
idx_14057,good,6,11.4,0.54,3.05,0.99056,110.0,38.0,0.036000000000000004,1.9,0.36,0.17,6.6
idx_14058,good,6,10.7,0.63,3.0,0.99546,118.0,49.0,0.038,13.5,0.35,0.19,6.9
idx_14059,good,6,11.3,0.58,3.02,0.9905799999999999,98.0,32.0,0.034,1.3,0.36,0.16,6.8
idx_14060,not,5,10.0,0.42,3.19,0.9936200000000001,70.0,20.0,0.048,6.1,0.01,0.41,6.4
idx_14061,not,5,10.0,0.42,3.19,0.9936200000000001,70.0,20.0,0.048,6.1,0.01,0.41,6.4
idx_14062,good,6,11.2,0.49,3.15,0.9919600000000001,119.0,27.0,0.036000000000000004,1.9,0.32,0.36,7.4
idx_14063,not,5,9.7,0.41,3.07,0.99255,130.0,44.0,0.09,1.9,0.21,0.17,6.1
idx_14064,not,5,12.5,0.42,3.42,0.9902700000000001,85.0,23.0,0.032,1.6,0.21,0.28,5.5
idx_14065,good,8,12.9,0.78,3.27,0.9930200000000001,110.0,32.0,0.028999999999999998,11.3,0.26,0.5,6.6
idx_14066,good,6,11.8,0.36,3.16,0.9925700000000001,160.0,60.0,0.057,8.4,0.27,0.44,7.1
idx_14067,not,5,10.6,0.72,3.16,0.9950600000000001,166.0,22.0,0.062,8.3,0.28,0.38,6.9
idx_14068,good,6,11.8,0.36,3.16,0.9925700000000001,160.0,60.0,0.057,8.4,0.27,0.44,7.1
idx_14070,not,5,9.9,0.51,3.21,0.99498,162.0,41.0,0.048,8.0,0.27,0.28,6.1
idx_14071,good,6,12.0,0.46,2.96,0.9903,76.0,23.0,0.048,1.3,0.32,0.26,7.6
idx_14074,not,4,9.9,0.38,3.13,0.9958799999999999,82.0,15.0,0.06,10.5,0.19,0.35,6.6
idx_14075,good,6,9.4,0.45,3.08,0.9969100000000001,120.0,52.5,0.049,12.5,0.26,0.25,5.7
idx_14077,good,6,11.0,0.59,3.3,0.9914200000000001,108.0,21.0,0.044000000000000004,1.5,0.21,0.25,5.7
idx_14079,good,6,10.4,0.38,3.19,0.9943200000000001,91.0,27.0,0.052000000000000005,7.8,0.28,0.265,5.4
idx_14080,good,6,9.8,0.5,3.1,0.99592,116.0,58.0,0.05,10.8,0.27,0.25,5.7
idx_14081,good,6,9.4,0.45,3.08,0.9969100000000001,106.0,52.5,0.049,12.5,0.26,0.25,5.7
idx_14082,good,6,10.6,0.53,3.23,0.9943200000000001,142.0,37.0,0.046,8.6,0.28,0.23,5.9
idx_14083,not,5,10.1,0.44,3.28,0.99266,185.0,32.0,0.052000000000000005,1.2,0.32,0.3,6.2
idx_14084,good,8,11.5,0.3,3.06,0.99456,96.0,20.0,0.048,14.5,0.24,0.33,6.5
idx_14086,good,6,9.2,0.38,3.03,0.9932200000000001,93.0,30.0,0.057999999999999996,1.1,0.4,0.2,7.0
idx_14087,good,6,9.7,0.38,3.12,0.9927,101.0,33.0,0.059000000000000004,1.1,0.42,0.21,6.5
idx_14089,good,6,9.6,0.49,3.15,0.9941200000000001,127.0,36.0,0.098,4.6,0.24,0.27,6.8
idx_14092,good,6,9.2,0.4,3.18,0.9931399999999999,112.0,19.0,0.059000000000000004,2.4,0.2,0.5,6.4
idx_14093,good,6,9.0,0.41,3.08,0.99672,103.0,20.0,0.11,10.7,0.27,0.41,6.6
idx_14094,good,7,12.8,0.58,3.09,0.99024,98.0,29.0,0.03,4.9,0.28,0.25,6.4
idx_14095,good,6,9.0,0.41,3.08,0.99672,103.0,20.0,0.11,10.7,0.27,0.41,6.6
idx_14096,not,5,9.5,0.55,3.08,0.99366,136.0,13.0,0.054000000000000006,1.1,0.35,0.25,8.0
idx_14097,good,6,10.0,0.36,3.26,0.99425,82.0,21.0,0.057,7.9,0.28,0.14,6.4
idx_14099,good,6,9.2,0.4,3.18,0.9931399999999999,112.0,19.0,0.059000000000000004,2.4,0.2,0.5,6.4
idx_14101,not,5,10.0,0.42,3.23,0.9956799999999999,166.0,54.0,0.057,9.5,0.23,0.37,6.9
idx_14103,good,7,11.7,0.38,3.31,0.9906200000000001,86.0,22.0,0.03,4.1,0.28,0.31,5.7
idx_14104,good,7,12.5,0.36,3.12,0.9905799999999999,80.0,17.0,0.035,4.7,0.27,0.45,6.9
idx_14106,not,5,9.7,0.62,3.16,0.99119,141.0,46.0,0.040999999999999995,0.9,0.56,0.23,5.3
idx_14107,good,6,12.3,0.38,3.04,0.9972700000000001,150.0,45.0,0.037000000000000005,20.3,0.26,0.3,6.8
idx_14108,good,6,12.2,0.38,3.18,0.99021,105.0,43.0,0.035,3.5,0.42,0.28,6.7
idx_14109,good,6,11.3,0.76,3.75,0.9923799999999999,153.0,46.0,0.043,2.7,0.22,0.255,5.0
idx_14110,not,5,11.6,0.38,3.22,0.99164,193.0,23.0,0.053,1.2,0.27,0.4,7.6
idx_14111,good,6,11.3,0.56,3.31,0.99006,75.0,18.0,0.04,1.2,0.25,0.21,5.5
idx_14112,good,6,11.1,0.56,3.27,0.9907799999999999,95.0,30.0,0.040999999999999995,2.0,0.25,0.2,6.0
idx_14115,good,6,12.0,0.45,3.07,0.9897799999999999,94.0,29.0,0.040999999999999995,1.2,0.32,0.26,7.3
idx_14117,good,6,8.8,0.5,3.15,0.99908,158.0,33.0,0.069,18.1,0.2,0.35,6.2
idx_14118,good,8,12.0,0.34,3.15,0.9902200000000001,143.0,19.0,0.046,3.6,0.31,0.43,6.5
idx_14119,good,7,12.0,0.31,3.15,0.99024,147.0,22.0,0.046,3.5,0.31,0.4,6.5
idx_14120,not,5,9.0,0.44,3.01,0.9973,122.0,48.0,0.049,12.1,0.5,0.28,7.4
idx_14121,good,6,9.3,0.6,3.12,0.9985299999999999,151.0,42.0,0.054000000000000006,17.45,0.22,0.23,6.3
idx_14122,good,6,8.7,0.56,3.14,0.99769,171.0,33.0,0.059000000000000004,12.1,0.25,0.34,6.2
idx_14124,good,7,11.5,0.5,3.1,0.98974,72.0,23.0,0.052000000000000005,1.6,0.36,0.13,6.0
idx_14125,not,5,10.0,0.54,3.08,0.99382,147.0,44.0,0.048,5.7,0.23,0.17,6.3
idx_14126,not,5,10.0,0.54,3.09,0.9938299999999999,147.0,45.0,0.047,5.6,0.22,0.18,6.3
idx_14127,not,5,10.3,0.56,3.33,0.9953799999999999,215.0,51.0,0.059000000000000004,6.8,0.34,0.31,6.7
idx_14128,not,5,10.4,0.56,3.25,0.99734,227.0,62.0,0.054000000000000006,15.6,0.32,0.33,6.6
idx_14129,good,7,13.4,0.29,3.22,0.9898100000000001,68.0,18.0,0.02,6.0,0.31,0.34,6.3
idx_14130,good,6,11.2,0.62,3.05,0.99095,130.0,18.0,0.032,1.8,0.32,0.29,6.8
idx_14131,not,5,9.1,0.36,3.26,0.9964,206.0,47.0,0.048,8.6,0.26,0.31,7.4
idx_14133,good,6,10.8,0.31,3.33,0.99411,120.0,24.0,0.04,11.5,0.27,0.25,5.7
idx_14134,good,6,12.5,0.34,3.24,0.9915,89.0,26.0,0.038,7.8,0.28,0.27,6.8
idx_14135,not,5,11.3,0.73,3.63,0.99234,132.0,27.0,0.046,2.4,0.24,0.26,5.9
idx_14136,good,6,12.8,0.48,3.46,0.99016,128.0,20.0,0.035,5.0,0.23,0.65,5.9
idx_14138,good,6,12.7,0.39,3.22,0.98949,72.0,8.0,0.040999999999999995,1.5,0.32,0.23,6.6
idx_14139,good,7,11.0,0.54,3.1,0.99287,143.0,53.0,0.054000000000000006,5.4,0.35,0.18,6.8
idx_14140,good,6,10.4,0.58,3.02,0.99544,149.0,51.0,0.052000000000000005,11.9,0.29,0.28,6.8
idx_14141,good,6,10.4,0.58,3.02,0.99544,149.0,51.0,0.052000000000000005,11.9,0.29,0.28,6.8
idx_14142,good,6,10.7,0.53,3.25,0.9941,136.0,43.0,0.051,9.0,0.27,0.27,5.9
idx_14143,good,6,10.9,0.35,3.22,0.9940000000000001,131.0,56.0,0.055,10.0,0.28,0.25,6.1
idx_14145,good,6,10.4,0.58,3.03,0.99546,160.0,54.0,0.052000000000000005,11.9,0.29,0.26,6.8
idx_14146,good,7,9.7,0.41,3.16,0.9973700000000001,115.5,56.0,0.064,15.5,0.29,0.13,7.1
idx_14147,good,7,11.0,0.54,3.1,0.99287,143.0,53.0,0.054000000000000006,5.4,0.35,0.18,6.8
idx_14148,good,6,9.6,0.53,3.19,0.9976700000000001,120.0,8.0,0.055,15.0,0.25,0.2,6.2
idx_14150,not,5,9.4,0.61,3.07,0.9971399999999999,194.0,6.0,0.046,9.4,0.31,0.48,7.6
idx_14151,good,6,12.5,0.67,3.1,0.99134,193.0,29.0,0.032,3.7,0.32,0.26,7.4
idx_14152,good,6,9.6,0.53,3.19,0.9976700000000001,120.0,8.0,0.055,15.0,0.25,0.2,6.2
idx_14153,not,5,9.5,0.45,3.19,0.9927,187.0,50.0,0.049,1.4,0.47,0.3,6.1
idx_14154,not,5,9.6,0.45,3.19,0.9948,186.0,61.0,0.048,6.5,0.5,0.32,6.2
idx_14156,not,5,9.6,0.44,3.18,0.9948100000000001,186.0,63.0,0.047,6.3,0.52,0.34,6.3
idx_14157,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14158,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14159,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14160,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14161,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14162,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14164,not,5,10.7,0.5,3.22,0.9918399999999999,119.0,13.0,0.063,1.6,0.35,0.31,7.0
idx_14165,good,7,12.0,0.48,3.17,0.99019,83.0,23.0,0.05,1.4,0.35,0.22,6.6
idx_14166,good,7,12.1,0.37,3.19,0.98998,158.0,35.0,0.044000000000000004,3.5,0.31,0.23,5.8
idx_14167,good,8,13.1,0.4,3.31,0.9888600000000001,118.0,39.0,0.04,1.0,0.32,0.17,6.3
idx_14168,good,6,12.4,0.41,3.32,0.98998,104.0,30.0,0.039,1.4,0.26,0.19,6.0
idx_14169,good,7,12.6,0.36,3.24,0.98949,123.0,45.0,0.035,1.5,0.34,0.21,6.7
idx_14170,good,7,8.7,0.44,2.9,0.99825,168.0,33.0,0.055999999999999994,13.7,0.3,0.16,7.4
idx_14171,not,5,12.0,0.66,3.15,0.9900899999999999,101.0,31.0,0.04,1.6,0.37,0.22,6.6
idx_14172,good,6,11.6,0.57,3.27,0.9925200000000001,169.0,14.0,0.06,5.2,0.27,0.34,6.8
idx_14173,not,5,9.3,0.5,2.92,0.9928799999999999,99.0,36.0,0.174,1.4,0.86,0.34,7.1
idx_14174,good,6,9.3,0.58,3.06,0.99659,179.0,65.0,0.05,11.9,0.22,0.24,6.3
idx_14175,good,7,11.1,0.54,3.2,0.9913299999999999,157.0,25.0,0.048,2.4,0.39,0.35,6.9
idx_14178,good,7,11.3,0.42,3.16,0.9910700000000001,133.0,49.0,0.038,4.2,0.33,0.19,5.8
idx_14179,not,5,9.4,0.69,3.2,0.9986,198.0,81.0,0.052000000000000005,15.4,0.4,0.24,6.9
idx_14181,good,6,11.1,0.52,2.96,0.9916299999999999,68.0,15.0,0.039,5.6,0.32,0.25,6.6
idx_14182,good,6,9.9,0.65,3.13,0.99605,170.0,15.0,0.055,9.7,0.56,0.38,7.5
idx_14183,good,7,11.8,0.61,3.31,0.99065,82.0,29.0,0.040999999999999995,2.5,0.3,0.3,6.2
idx_14185,not,5,9.4,0.69,3.2,0.9986,198.0,81.0,0.052000000000000005,15.4,0.4,0.24,6.9
idx_14186,not,5,10.5,0.68,3.06,0.99236,72.0,23.0,0.043,1.2,0.32,0.27,7.6
idx_14187,good,6,12.3,0.5,3.19,0.9894799999999999,108.0,40.0,0.037000000000000005,2.0,0.34,0.24,5.9
idx_14188,good,6,11.3,0.62,3.32,0.99045,119.0,25.0,0.048,1.2,0.3,0.33,5.3
idx_14189,not,5,9.6,0.46,3.07,0.9939,105.0,21.0,0.09699999999999999,5.1,0.21,0.21,6.4
idx_14190,good,6,12.0,0.33,3.2,0.98985,63.0,14.0,0.04,1.4,0.3,0.22,7.0
idx_14191,not,5,11.2,0.45,3.09,0.9913799999999999,140.0,36.0,0.05,1.2,0.35,0.27,7.8
idx_14192,good,6,10.2,0.33,3.12,0.9934799999999999,100.0,28.0,0.044000000000000004,6.5,0.24,0.2,6.7
idx_14193,good,6,12.4,0.44,2.98,0.99066,100.0,26.0,0.045,1.3,0.33,0.27,8.1
idx_14194,good,6,10.2,0.33,3.12,0.9934799999999999,100.0,28.0,0.044000000000000004,6.5,0.24,0.2,6.7
idx_14195,good,8,13.4,0.38,2.94,0.98862,87.0,24.0,0.04,2.7,0.24,0.45,7.1
idx_14196,good,6,12.6,0.35,3.24,0.98865,68.0,25.0,0.036000000000000004,1.3,0.29,0.22,5.8
idx_14198,not,5,9.1,0.45,2.94,0.99792,139.0,63.0,0.049,12.9,0.53,0.36,7.9
idx_14199,good,6,12.4,0.44,2.98,0.99066,100.0,26.0,0.045,1.3,0.33,0.27,8.1
idx_14202,good,6,12.9,0.46,3.29,0.99013,113.0,37.0,0.044000000000000004,2.3,0.31,0.24,6.7
idx_14203,not,5,10.1,0.43,3.3,0.99266,183.0,27.0,0.054000000000000006,1.3,0.32,0.3,6.2
idx_14204,good,6,10.3,0.5,3.06,0.9951700000000001,139.0,33.0,0.044000000000000004,10.5,0.38,0.26,6.9
idx_14205,good,6,11.7,0.34,3.05,0.9908600000000001,85.0,25.0,0.033,2.6,0.27,0.41,6.7
idx_14207,good,7,10.8,0.56,3.34,0.991,107.0,42.0,0.036000000000000004,1.2,0.3,0.25,6.1
idx_14208,good,6,11.2,0.51,3.25,0.9906799999999999,89.0,19.0,0.023,3.1,0.29,0.23,5.6
idx_14209,good,6,11.8,0.6,3.29,0.9908399999999999,102.0,26.0,0.024,1.7,0.32,0.23,6.6
idx_14210,good,6,9.8,0.54,3.08,0.9939,134.0,26.0,0.05,6.0,0.21,0.17,6.0
idx_14213,not,4,10.1,0.52,3.14,0.9926,69.0,5.0,0.142,1.4,0.53,0.38,6.5
idx_14215,not,5,9.5,0.5,3.05,0.99718,210.0,68.0,0.055999999999999994,12.1,0.24,0.44,7.0
idx_14216,not,5,9.5,0.5,3.05,0.99718,210.0,68.0,0.055999999999999994,12.1,0.24,0.44,7.0
idx_14217,not,4,9.2,0.34,3.07,0.99344,113.0,27.0,0.06,3.9,0.14,0.38,6.1
idx_14218,good,6,12.2,0.74,2.92,0.9918399999999999,180.0,31.0,0.040999999999999995,4.6,0.32,0.33,8.0
idx_14219,not,5,9.5,0.5,3.05,0.99718,210.0,68.0,0.055999999999999994,12.1,0.24,0.44,7.0
idx_14220,good,6,11.3,0.53,3.22,0.9903299999999999,92.0,29.0,0.046,1.2,0.29,0.19,6.0
idx_14221,good,6,12.1,0.29,3.26,0.9924799999999999,129.0,44.0,0.038,8.1,0.34,0.28,6.3
idx_14222,not,4,9.2,0.34,3.07,0.99344,113.0,27.0,0.06,3.9,0.14,0.38,6.1
idx_14224,good,7,12.5,0.44,3.29,0.99092,87.0,26.0,0.028999999999999998,6.5,0.35,0.22,5.4
idx_14225,not,5,10.6,0.56,3.31,0.9948600000000001,187.0,38.0,0.055999999999999994,10.1,0.27,0.345,6.2
idx_14226,good,7,10.4,0.61,3.25,0.99464,171.0,66.0,0.055999999999999994,10.7,0.57,0.255,5.6
idx_14227,good,7,10.1,0.53,3.44,0.99235,93.0,16.0,0.047,3.2,0.27,0.2,5.2
idx_14228,good,6,9.9,0.56,3.11,0.9961200000000001,201.0,33.0,0.048,12.4,0.23,0.29,6.2
idx_14229,good,6,11.0,0.68,2.97,0.9920200000000001,133.0,11.0,0.046,5.2,0.25,0.26,6.3
idx_14230,good,6,10.0,0.63,2.94,0.99261,122.0,10.0,0.045,5.0,0.23,0.22,6.0
idx_14231,good,6,12.7,0.42,3.14,0.98964,89.0,29.0,0.066,2.5,0.37,0.35,7.5
idx_14232,good,6,12.1,0.35,3.07,0.99206,92.0,10.0,0.036000000000000004,9.2,0.28,0.39,6.6
idx_14233,good,6,10.4,0.46,3.23,0.9938,118.0,23.0,0.052000000000000005,6.9,0.33,0.23,6.3
idx_14234,good,6,10.4,0.47,3.24,0.9920399999999999,120.0,23.0,0.05,2.0,0.3,0.22,6.3
idx_14235,not,5,9.2,0.5,3.14,0.99736,116.0,21.0,0.04,15.0,0.18,0.29,6.4
idx_14236,not,5,9.2,0.5,3.14,0.99736,116.0,21.0,0.04,15.0,0.18,0.29,6.4
idx_14237,not,5,10.5,0.68,3.05,0.99192,80.0,27.0,0.03,1.2,0.3,0.23,7.5
idx_14238,not,5,9.2,0.5,3.14,0.99736,116.0,21.0,0.04,15.0,0.18,0.29,6.4
idx_14239,good,7,11.9,0.98,3.27,0.9900200000000001,90.0,38.0,0.040999999999999995,1.8,0.36,0.28,5.7
idx_14240,good,6,10.1,0.4,3.08,0.996,130.0,47.0,0.042,10.8,0.24,0.26,6.5
idx_14242,good,7,10.8,0.74,3.13,0.9921399999999999,144.0,69.0,0.037000000000000005,4.2,0.29,0.22,5.9
idx_14243,good,6,11.8,0.47,3.16,0.99041,72.0,23.5,0.019,2.0,0.26,0.26,6.8
idx_14245,not,5,9.2,0.5,3.04,0.9982200000000001,116.0,42.0,0.037000000000000005,13.3,0.47,0.35,7.6
idx_14246,good,6,12.3,0.54,3.07,0.9893,95.0,21.0,0.023,2.2,0.26,0.18,5.7
idx_14247,good,6,10.1,0.56,3.09,0.99274,124.0,26.0,0.145,1.4,0.47,0.36,6.6
